Date,Time,Latitude(N),Longitude(E),Depth(km),MD,ML,Mw,Location
2023.02.09,03:49:26,38.3507,37.3378,6.6,,2.0,,INCECIK-ELBISTAN
2023.02.09,03:51:27,38.1132,37.9457,6.4,,3.5,,SATIROBASI-DOGANSEHIR
2023.02.09,03:59:35,39.217,40.2155,8.5,,3.4,3.4,ZEYNELLI-YAYLADERE
2023.02.09,04:00:23,37.7833,30.1278,12.0,,1.6,,ILYAS-(BURDUR)
2023.02.09,04:04:55,38.057,36.4912,5.0,,2.9,,HACIMIRZA-GOKSUN
2023.02.09,04:06:43,38.2265,38.2242,6.4,,3.0,3.0,KADIRUSAGI-YESILYURT
2023.02.09,04:08:46,38.046,36.5338,4.9,,3.4,3.2,ORTATEPE-GOKSUN
2023.02.09,04:14:18,37.9945,37.471,26.2,,3.0,,NURHAK
2023.02.09,04:18:29,37.2762,36.8462,11.8,,2.5,,MINEHUYUK-TURKOGLU
2023.02.09,04:20:47,38.0657,36.5578,8.3,,2.8,,YAGMURLU-GOKSUN
2023.02.09,04:21:44,38.0485,36.519,5.2,,3.7,3.6,HACIMIRZA-GOKSUN
2023.02.09,04:27:17,38.0862,36.6107,5.0,,2.7,,YAGMURLU-GOKSUN
2023.02.09,04:28:20,38.42,36.9757,19.9,,2.4,,BUGET-AFSIN
2023.02.09,04:30:35,37.8815,36.0415,6.9,,2.9,,HIMMETLI-SAIMBEYLI
2023.02.09,04:33:07,37.962,37.4735,1.4,,3.1,,NURHAK
2023.02.09,04:34:05,38.5217,26.8848,8.2,,1.4,,IZMIR
2023.02.09,04:38:13,38.5078,40.3828,2.5,,4.5,4.3,KALEDIBI-HANI
2023.02.09,04:44:17,37.898,37.7098,5.0,,4.4,4.4,KARABAHSILI-GOLBASI
2023.02.09,04:54:12,37.0745,36.496,21.8,,2.3,,KARAYIGIT-HASANBEYLI
2023.02.09,04:55:37,38.7877,37.4313,7.1,,2.9,,YUVA-GURUN
2023.02.09,05:02:12,38.0005,36.5458,5.0,,3.5,,ASLANBEYCIFTLIGI-GOKSUN
2023.02.09,05:05:04,38.1263,37.724,4.9,,2.8,,ARMUTALAN-ELBISTAN
2023.02.09,05:08:19,37.9908,36.6098,8.6,,3.4,3.2,ELMALI-GOKSUN
2023.02.09,05:09:23,37.4058,36.952,4.1,,2.9,,PINARHUYUK-TURKOGLU
2023.02.09,05:13:28,38.0128,36.6722,5.0,,2.7,,KIZILOZ-GOKSUN
2023.02.09,05:20:53,37.4278,37.1023,5.0,,3.0,,DENIZLI-PAZARCIK
2023.02.09,05:24:05,37.3482,36.8972,10.6,,2.5,,HACIBEBEK-TURKOGLU
2023.02.09,05:28:56,38.0857,36.7418,7.6,,2.5,,FINDIK-GOKSUN
2023.02.09,05:29:30,38.1628,37.773,5.0,,3.2,3.4,CAVUSLU-DOGANSEHIR
2023.02.09,05:33:16,37.4813,37.1328,6.6,,2.9,,DOGANLIKARAHASAN-PAZARCIK
2023.02.09,05:42:59,36.2143,35.7435,9.7,,2.9,,KALE-ARSUZ
2023.02.09,05:43:50,37.9933,36.5965,5.3,,2.9,,KARAAHMET-GOKSUN
2023.02.09,05:46:32,38.065,37.2077,7.3,,3.0,2.9,EKINOZU
2023.02.09,05:54:36,37.2987,36.8303,2.8,,2.9,,MINEHUYUK-TURKOGLU
2023.02.09,06:01:40,37.86,37.8498,22.7,,3.0,3.0,CANKARA-GOLBASI
2023.02.09,06:04:14,38.2733,38.238,5.0,,3.1,3.3,GUNDUZBEY-YESILYURT
2023.02.09,06:06:50,38.156,36.6727,10.2,,2.8,,KARAOMER-GOKSUN
2023.02.09,06:12:48,38.2302,37.6447,5.4,,2.9,,GUNALTI-ELBISTAN
2023.02.09,06:20:50,38.2722,38.7117,5.3,,3.0,,CAYKOY-PUTURGE
2023.02.09,06:24:00,36.8777,36.3845,19.5,,2.9,3.1,KAPILI-DORTYOL
2023.02.09,06:24:52,36.5605,36.3888,7.3,,4.0,,CEYLANLI-KIRIKHAN
2023.02.09,06:26:12,38.1127,38.2083,5.0,,3.9,,CAMPINAR-CELIKHAN
2023.02.09,06:28:08,38.2112,38.6922,5.0,,3.5,3.5,KOKPINAR-PUTURGE
2023.02.09,06:31:46,37.1772,36.9592,5.4,,2.5,,SAKCAGOZE-NURDAGI
2023.02.09,06:34:19,38.236,38.1132,5.0,,3.4,3.5,GORGU-YESILYURT
2023.02.09,06:36:54,37.3923,36.907,5.7,,2.8,,GOLLUHUYUK-TURKOGLU
2023.02.09,06:40:17,37.9167,36.6735,4.8,,3.3,3.3,TEKIR-(KAHRAMANMARAS)
2023.02.09,06:44:50,38.2382,38.1057,5.0,,2.9,,GORGU-YESILYURT
2023.02.09,06:46:05,38.0787,36.5107,5.0,,3.5,3.4,ALICLIBUCAK-GOKSUN
2023.02.09,06:52:15,38.0167,38.1775,15.7,,3.9,4.0,PINARBASI-CELIKHAN
2023.02.09,07:01:30,36.3942,36.2173,8.6,,3.1,2.9,UZUNALIC-(HATAY)
2023.02.09,07:02:19,37.9563,36.4418,12.0,,2.4,,FINDIKLIKOYAK-GOKSUN
2023.02.09,07:04:56,38.8957,39.749,5.4,,3.7,3.8,OBRUKKASI-MAZGIRT
2023.02.09,07:07:37,38.2518,37.9155,5.0,,3.1,,OREN-AKCADAG
2023.02.09,07:09:15,38.1258,36.7715,5.0,,3.1,3.0,DEVEBOYNU-AFSIN
2023.02.09,07:10:40,38.08,37.4677,9.8,,2.7,2.6,SUNNETKOY-ELBISTAN
2023.02.09,07:15:33,38.2722,38.12,5.0,,3.4,3.4,GORGU-YESILYURT
2023.02.09,07:18:19,37.9543,36.3828,1.7,,3.9,4.0,SIRMALI-GOKSUN
2023.02.09,07:20:45,38.1738,36.807,3.6,,2.3,,DEVEBOYNU-AFSIN
2023.02.09,07:26:12,38.2348,38.5255,13.6,,2.4,,GULUMUSAGI-(MALATYA)
2023.02.09,07:32:23,37.8383,37.6743,12.6,,3.4,3.2,AKTOPRAK-GOLBASI
2023.02.09,07:34:42,38.1282,38.5042,5.8,,4.2,4.1,AKSU-SINCIK
2023.02.09,07:36:42,37.8775,36.6735,13.0,,3.0,,DONGEL-(KAHRAMANMARAS)
2023.02.09,07:38:33,37.3912,37.1195,11.6,,1.9,,NARLI-PAZARCIK
2023.02.09,07:38:56,38.4185,36.253,5.8,,1.6,,MIRZAAGA-SARIZ
2023.02.09,07:40:30,38.1408,37.7813,9.4,,2.1,,CAVUSLU-DOGANSEHIR
2023.02.09,07:47:46,36.0583,35.978,16.4,,3.4,3.5,TEKEBASI-SAMANDAG
2023.02.09,07:49:39,35.975,35.88,14.3,,2.4,,DENIZGOREN-YAYLADAGI
2023.02.09,07:54:42,38.1107,38.4265,5.0,,2.8,,KARAGOL-CELIKHAN
2023.02.09,07:58:47,38.0187,36.4235,7.8,,3.1,,ACIELMA-GOKSUN
2023.02.09,08:02:54,38.0743,36.4878,3.3,,3.9,3.9,MEHMETBEY-GOKSUN
2023.02.09,08:09:04,37.3903,36.8947,5.2,,2.6,,GOLLUHUYUK-TURKOGLU
2023.02.09,08:11:24,37.0303,36.3018,6.8,,2.4,,KARACALAR-(OSMANIYE)
2023.02.09,08:12:44,37.88,36.3713,19.9,,2.8,,KUCUKCAMURLU-GOKSUN
2023.02.09,08:20:09,39.4363,26.1952,13.4,,2.5,,KOYUNEVI-AYVACIK
2023.02.09,08:24:25,38.091,36.6268,5.1,,4.1,,KANLIKAVAK-GOKSUN
2023.02.09,08:25:44,37.4295,36.9738,1.8,,3.2,,OKSUZLU-(KAHRAMANMARAS)
2023.02.09,08:33:11,38.169,37.8505,5.0,,2.8,,POLAT-DOGANSEHIR
2023.02.09,08:37:33,38.216,38.2533,5.8,,4.2,4.2,KADIRUSAGI-YESILYURT
2023.02.09,08:41:07,38.1027,37.826,13.5,,3.1,3.0,TOPRAKTEPE-DOGANSEHIR
2023.02.09,08:47:07,37.9685,36.3352,5.5,,2.7,,SIRMALI-GOKSUN
2023.02.09,08:49:51,38.0822,36.657,4.9,,3.3,3.3,GUCUKSU-GOKSUN
2023.02.09,08:56:11,38.0558,36.4982,4.8,,2.7,,HACIMIRZA-GOKSUN
2023.02.09,09:02:14,37.918,37.5227,8.7,,2.9,,KULLAR-NURHAK
2023.02.09,09:03:19,38.1678,38.6742,5.9,,2.6,,ESENLIK-PUTURGE
2023.02.09,09:14:38,38.0763,36.6218,4.5,,2.4,,HACIOMER-GOKSUN
2023.02.09,09:20:11,38.0802,37.3898,5.0,,2.8,,AGCASAR-NURHAK
2023.02.09,09:22:46,37.9812,36.3983,5.0,,3.2,3.1,HUGTAS-GOKSUN
2023.02.09,09:27:00,37.3958,37.1022,11.4,,1.9,,MAKSUTUSAGI-PAZARCIK
2023.02.09,09:37:03,38.1215,37.6382,5.0,,3.9,,TAPKIRANKALE-ELBISTAN
2023.02.09,09:40:07,37.8788,36.6475,13.3,,2.0,,TEKIR-(KAHRAMANMARAS)
2023.02.09,09:41:14,37.8647,36.6785,5.0,,2.8,,SAHINKAYASI-(KAHRAMANMARAS)
2023.02.09,09:45:10,37.9613,37.5977,5.0,,4.2,4.3,KAPIDERE-DOGANSEHIR
2023.02.09,09:49:48,37.9787,37.6138,2.0,,4.1,,KAPIDERE-DOGANSEHIR
2023.02.09,09:58:29,37.3278,37.008,10.7,,2.6,,KELIBISLER-PAZARCIK
2023.02.09,09:59:32,38.0897,36.631,5.3,,2.9,,KANLIKAVAK-GOKSUN
2023.02.09,10:00:16,38.0543,38.4142,9.3,,2.7,,KARACAYIR-CELIKHAN
2023.02.09,10:00:54,37.3587,37.0645,8.4,,1.8,,ARSLANBEY-PAZARCIK
2023.02.09,10:03:02,38.1147,37.8305,4.1,,3.8,,TOPRAKTEPE-DOGANSEHIR
2023.02.09,10:06:15,38.1065,36.5138,6.1,,3.1,,ALICLIBUCAK-GOKSUN
2023.02.09,10:07:11,38.1588,38.6298,5.0,,3.9,,BASMEZRA-PUTURGE
2023.02.09,10:09:46,36.9108,36.53,5.0,,3.4,3.2,HASANLOK-ISLAHIYE
2023.02.09,10:14:11,38.1695,37.8025,5.0,,3.1,,CAVUSLU-DOGANSEHIR
2023.02.09,10:16:20,37.819,37.7707,5.0,,3.0,2.8,HARMANLI-GOLBASI
2023.02.09,10:18:16,37.0165,36.6868,10.3,,5.0,4.8,GULLUHUYUK-ISLAHIYE
2023.02.09,10:23:48,38.2103,38.612,8.9,,2.4,,SOGUTLU-PUTURGE
2023.02.09,10:29:01,38.0828,36.6128,5.0,,3.4,3.4,YAGMURLU-GOKSUN
2023.02.09,10:31:09,37.8975,27.1883,4.2,,2.0,,KUSADASI
2023.02.09,10:33:58,37.9903,36.4413,7.5,,2.4,,YIRICEK-GOKSUN
2023.02.09,10:37:48,37.3562,37.128,14.5,,2.1,,KARACAY-PAZARCIK
2023.02.09,10:40:12,36.9995,36.8902,8.1,,2.1,,YENICELI-ISLAHIYE
2023.02.09,10:42:07,38.0098,36.6688,1.9,,4.2,4.2,KIZILOZ-GOKSUN
2023.02.09,10:46:26,38.0207,36.8023,6.4,,1.5,,KINIKKOZ-GOKSUN
2023.02.09,10:53:32,38.0293,37.5762,16.2,,3.3,,GOVDELI-DOGANSEHIR
2023.02.09,10:57:05,38.0395,36.4928,5.0,,3.9,3.9,HACIMIRZA-GOKSUN
2023.02.09,11:08:10,38.0485,36.4388,9.8,,2.3,,CAGLAYAN-GOKSUN
2023.02.09,11:10:56,38.2045,37.5282,8.1,,2.8,,KANGAL-ELBISTAN
2023.02.09,11:17:12,38.1148,36.7305,12.1,,2.1,,KARAOMER-GOKSUN
2023.02.09,11:18:11,36.3193,36.232,9.5,,3.0,,ZULUFLUHAN-(HATAY)
2023.02.09,11:22:40,37.3842,36.9348,5.0,,3.0,,TAHTALIDEDELER-TURKOGLU
2023.02.09,11:25:24,36.615,36.5535,5.0,,2.9,,CAMUZKISLASI-KIRIKHAN
2023.02.09,11:26:37,37.2498,36.9573,11.0,,2.6,,INCIRLI-NURDAGI
2023.02.09,11:28:53,38.1023,36.9632,12.7,,2.4,,KARADUT-GOKSUN
2023.02.09,11:32:47,38.1628,38.0468,12.0,,2.6,,GOZENE-YESILYURT
2023.02.09,11:34:00,38.0617,36.4733,6.0,,2.4,,CAGLAYAN-GOKSUN
2023.02.09,11:41:38,38.0892,36.5097,5.0,,2.4,,ALICLIBUCAK-GOKSUN
2023.02.09,11:44:24,38.0747,37.2885,5.0,,3.4,,GUMUSDOVEN-ELBISTAN
2023.02.09,11:46:01,37.2262,36.827,7.8,,2.1,,GEDIKLI-NURDAGI
2023.02.09,11:49:28,36.5542,36.3843,6.1,,2.7,,CEYLANLI-KIRIKHAN
2023.02.09,11:50:50,38.0487,36.4657,5.4,,2.6,,CAGLAYAN-GOKSUN
2023.02.09,11:55:36,37.8652,36.6253,5.5,,3.5,3.3,DONGEL-(KAHRAMANMARAS)
2023.02.09,12:01:11,38.1872,36.9385,4.0,,2.4,,HUYUKLU-AFSIN
2023.02.09,12:02:34,38.1812,36.6497,2.0,,2.1,,ESENKOY-GOKSUN
2023.02.09,12:03:42,38.0578,38.1718,6.9,,2.5,,PINARBASI-CELIKHAN
2023.02.09,12:05:06,36.7767,36.7325,7.5,,2.9,,CERCILI-(KILIS)
2023.02.09,12:07:49,38.2545,38.154,5.0,,2.8,,SEYITUSAGI-YESILYURT
2023.02.09,12:11:57,38.0765,37.4795,15.0,,2.4,,SUNNETKOY-ELBISTAN
2023.02.09,12:13:28,35.9713,35.9222,8.1,,3.4,3.5,DENIZGOREN-YAYLADAGI
2023.02.09,12:16:27,36.316,35.8972,8.7,,3.3,3.4,AVCILARSUYU-ARSUZ
2023.02.09,12:20:30,38.1493,37.9732,8.0,,3.9,,POLATDERESI-DOGANSEHIR
2023.02.09,12:24:00,37.872,36.462,8.9,,2.6,,DEGIRMENDERE-GOKSUN
2023.02.09,12:26:58,38.1618,37.854,3.6,,3.0,,POLAT-DOGANSEHIR
2023.02.09,12:29:49,37.853,36.7242,5.0,,3.7,,SAHINKAYASI-(KAHRAMANMARAS)
2023.02.09,12:30:27,36.1367,35.6733,8.3,,3.6,3.8,AKDENIZ
2023.02.09,12:32:09,37.8553,36.678,6.6,,3.2,,SAHINKAYASI-(KAHRAMANMARAS)
2023.02.09,12:35:29,37.2,36.7357,12.3,,2.1,,BASPINAR-NURDAGI
2023.02.09,12:36:26,39.8498,37.5,8.3,,2.9,,CIMENYENICE-HAFIK
2023.02.09,12:37:10,37.8835,36.3437,3.9,,2.2,,KUCUKCAMURLU-GOKSUN
2023.02.09,12:41:15,37.4067,38.935,9.4,,3.6,,AGIZHAN-(SANLIURFA)
2023.02.09,12:43:23,38.0392,36.4673,6.5,,3.3,,CAGLAYAN-GOKSUN
2023.02.09,12:44:33,38.0598,36.4028,7.4,,2.9,,SOGUKPINAR-GOKSUN
2023.02.09,12:46:53,38.1083,38.6242,4.3,,4.4,,KOZLUK-PUTURGE
2023.02.09,12:55:01,38.8502,44.651,1.5,,2.2,,TURKIYE-IRAN
2023.02.09,12:56:20,38.0802,38.339,10.4,,2.7,,TASDAMLAR-CELIKHAN
2023.02.09,12:57:40,37.2633,36.8895,1.8,,2.2,,NAIMLER-NURDAGI
2023.02.09,12:59:17,38.9023,44.509,5.0,,2.0,,TURKIYE-IRAN
2023.02.09,13:01:18,38.6923,39.8987,7.2,,3.3,,SEYDILI-PALU
2023.02.09,13:07:36,37.4557,36.9505,5.1,,2.8,,KOCALAR-(KAHRAMANMARAS)
2023.02.09,13:11:10,37.3502,37.0812,12.0,,2.1,,ARSLANBEY-PAZARCIK
2023.02.09,13:12:37,38.043,36.5197,5.0,,2.8,,HACIMIRZA-GOKSUN
2023.02.09,13:16:01,37.9988,37.4383,5.0,,3.6,,NURHAK
2023.02.09,13:17:41,37.9392,36.5702,5.8,,2.3,,KURUCAOVA-(KAHRAMANMARAS)
2023.02.09,13:19:05,39.1308,40.1732,6.3,,4.4,4.6,PILAVTEPE-KARAKOCAN
2023.02.09,13:21:18,37.8778,36.3678,9.8,,2.8,,KUCUKCAMURLU-GOKSUN
2023.02.09,13:25:28,37.7888,36.5177,5.0,,3.7,3.6,KAYNAR-(KAHRAMANMARAS)
2023.02.09,13:27:17,38.0565,36.5647,5.0,,3.5,3.5,TEMURAGA-GOKSUN
2023.02.09,13:32:37,38.0572,38.3807,5.4,,3.9,3.9,KORUCAK-CELIKHAN
2023.02.09,13:36:59,38.5017,36.6433,25.0,,2.1,,BUYUKSOBECIMEN-SARIZ
2023.02.09,13:38:50,37.4197,37.0593,4.0,,1.8,,ALIBEYUSAGI-(KAHRAMANMARAS)
2023.02.09,13:39:09,38.0765,36.1095,5.0,,3.0,3.1,NALTAS-SAIMBEYLI
2023.02.09,13:42:23,37.2683,36.8447,6.8,,4.4,4.2,KIRISKAL-NURDAGI
2023.02.09,13:46:01,36.9845,36.5787,13.3,,2.6,,IDILLI-ISLAHIYE
2023.02.09,13:48:46,37.5153,37.2342,21.3,,1.9,,ARMUTLU-PAZARCIK
2023.02.09,13:49:20,38.289,38.1435,5.0,,2.5,,SEYITUSAGI-YESILYURT
2023.02.09,13:51:50,38.0732,36.952,5.0,,2.2,,KARADUT-GOKSUN
2023.02.09,13:52:42,37.9972,36.582,4.9,,2.5,,KARAAHMET-GOKSUN
2023.02.09,13:53:59,37.3747,38.6548,19.0,,2.7,,BUYUKORDEK-(SANLIURFA)
2023.02.09,13:55:54,38.0132,37.4175,3.3,,3.4,3.4,NURHAK
2023.02.09,13:59:51,38.5567,41.1132,10.2,,2.5,,AGACKORUR-KULP
2023.02.09,14:00:57,37.9278,37.9518,5.9,,2.5,,ERKENEK-DOGANSEHIR
2023.02.09,14:03:51,38.0708,37.7228,5.0,,3.9,3.9,SOGUT-DOGANSEHIR
2023.02.09,14:11:26,38.0262,38.0608,14.3,,3.1,3.4,GUZELKOY-DOGANSEHIR
2023.02.09,14:12:21,37.5873,37.389,11.5,,3.3,3.3,PAYAMLIBAG-PAZARCIK
2023.02.09,14:14:50,38.0482,37.698,4.3,,3.3,3.3,BEGRE-DOGANSEHIR
2023.02.09,14:17:31,38.0087,37.6438,6.6,,2.6,,GOVDELI-DOGANSEHIR
2023.02.09,14:23:10,38.0483,36.5993,5.1,,3.3,3.2,HACIOMER-GOKSUN
2023.02.09,14:26:32,38.2497,38.0192,8.5,,2.5,,CUMHURIYET-YESILYURT
2023.02.09,14:30:19,39.3197,34.164,8.9,,1.9,,KORPINAR-(KIRSEHIR)
2023.02.09,14:36:15,37.3455,37.083,7.8,,1.4,,SARIERIK-PAZARCIK
2023.02.09,14:38:27,38.2427,39.4627,11.1,,3.1,3.4,CINARKOY-CUNGUS
2023.02.09,14:45:31,38.123,36.9427,5.4,,2.7,,TOMBAK-GOKSUN
2023.02.09,14:48:29,38.0377,37.7098,5.0,,3.9,4.2,KUCUKLU-DOGANSEHIR
2023.02.09,14:50:32,38.008,36.4133,5.4,,3.0,3.2,ACIELMA-GOKSUN
2023.02.09,14:55:10,38.0502,38.2453,5.4,,2.7,,CELIKHAN
2023.02.09,15:05:22,37.9498,36.5908,12.8,,2.6,,KURUCAOVA-(KAHRAMANMARAS)
2023.02.09,15:07:37,37.3893,37.1065,26.2,,2.0,,MAKSUTUSAGI-PAZARCIK
2023.02.09,15:08:33,38.2867,38.2193,5.0,,3.0,2.8,IKIZCE-YESILYURT
2023.02.09,15:13:12,39.0237,40.2913,5.0,,2.3,,YAZGULU-(BINGOL)
2023.02.09,15:15:04,38.2213,37.2123,5.4,,2.2,,ELBISTAN
2023.02.09,15:17:15,38.0585,36.779,3.2,,2.3,,KORKMAZ-GOKSUN
2023.02.09,15:18:20,37.2983,36.9823,12.0,,1.6,,BAYRAMGAZI-PAZARCIK
2023.02.09,15:19:19,37.3123,36.8475,5.0,,1.9,,MINEHUYUK-TURKOGLU
2023.02.09,15:22:03,38.1088,37.8233,5.0,,3.8,,TOPRAKTEPE-DOGANSEHIR
2023.02.09,15:23:45,37.1048,37.0053,5.0,,3.8,,TERKEN-NURDAGI
2023.02.09,15:26:16,37.1797,35.747,5.5,,1.9,,DUMLU-CEYHAN
2023.02.09,15:27:46,38.0445,37.6353,5.0,,2.7,,GOVDELI-DOGANSEHIR
2023.02.09,15:31:16,38.1267,36.3653,9.5,,2.0,,CUKURKISLA-TUFANBEYLI
2023.02.09,15:35:06,39.4805,38.3538,7.8,,3.5,3.4,ALTINTAS-ILIC
2023.02.09,15:35:21,37.7038,37.3715,8.1,,3.4,3.3,KUCUKUNGUT-CAGLAYANCERIT
2023.02.09,15:39:44,36.9575,36.5537,8.5,,3.4,3.3,BOGAZICI-ISLAHIYE
2023.02.09,15:43:37,37.8573,37.7937,6.8,,2.9,2.9,CANKARA-GOLBASI
2023.02.09,15:45:06,38.0698,37.7995,5.8,,3.0,,SOGUT-DOGANSEHIR
2023.02.09,15:46:08,37.9278,38.0765,7.4,,2.9,,UZUNKOY-(ADIYAMAN)
2023.02.09,15:48:03,37.7555,35.6345,5.0,,3.0,,YUKARIKECILI-KOZAN
2023.02.09,15:52:22,38.0517,36.5085,5.0,,3.3,3.4,HACIMIRZA-GOKSUN
2023.02.09,15:54:41,38.1212,36.8318,2.8,,3.1,3.1,CARDAK-GOKSUN
2023.02.09,16:02:29,38.1223,37.9328,13.1,,2.9,,KELHALIL-DOGANSEHIR
2023.02.09,16:04:27,38.0415,36.5653,9.0,,2.1,,YANTEPE-GOKSUN
2023.02.09,16:11:46,36.5227,36.4808,4.6,,3.2,,KAMBERLIKAYA-KIRIKHAN
2023.02.09,16:14:52,37.9938,36.3607,3.9,,2.7,,HUGTAS-GOKSUN
2023.02.09,16:16:41,37.4758,36.5685,10.1,,2.7,,COKRAN-(KAHRAMANMARAS)
2023.02.09,16:18:56,37.9995,36.487,1.2,,3.7,,GOKSUN
2023.02.09,16:20:31,38.1798,36.769,5.0,,2.6,,YAZIKOY-AFSIN
2023.02.09,16:23:22,37.7715,38.0848,5.0,,2.5,,ELCILER-TUT
2023.02.09,16:27:49,38.1373,37.8125,5.0,,4.2,,FINDIKKOY-DOGANSEHIR
2023.02.09,16:30:37,38.2122,38.7147,5.0,,3.7,3.7,PAZARCIK-PUTURGE
2023.02.09,16:34:13,38.0547,36.6963,7.4,,3.3,3.3,FINDIK-GOKSUN
2023.02.09,16:39:50,37.3555,36.709,10.4,,2.5,,IMALI-TURKOGLU
2023.02.09,16:40:49,37.1825,36.7035,5.6,,3.0,,OLUCAK-NURDAGI
2023.02.09,16:43:19,38.51,40.402,1.6,,3.0,3.0,KALEDIBI-HANI
2023.02.09,16:45:07,37.815,36.5838,7.6,,2.4,,CUKURHISAR-(KAHRAMANMARAS)
2023.02.09,16:45:47,37.2497,36.8245,9.2,,2.3,,KIRISKAL-NURDAGI
2023.02.09,16:46:32,37.306,36.9903,14.6,,1.6,,BAYRAMGAZI-PAZARCIK
2023.02.09,16:50:22,39.7852,40.644,5.0,,3.0,,TOZLUCA-ASKALE
2023.02.09,16:51:14,38.086,37.4265,5.0,,2.8,,BAKIS-ELBISTAN
2023.02.09,16:52:47,39.7362,40.6027,5.0,,3.0,,TOKCA-ASKALE
2023.02.09,16:56:33,38.1902,37.1882,5.0,,2.8,,ELBISTAN
2023.02.09,17:06:25,37.994,36.5183,5.2,,2.5,,ASLANBEYCIFTLIGI-GOKSUN
2023.02.09,17:12:24,38.9352,38.3882,7.7,,2.9,,KOYUNCU-ARGUVAN
2023.02.09,17:12:45,38.998,38.716,2.8,,3.0,,OGRENDIK-AGIN
2023.02.09,17:13:15,37.8553,35.4398,9.5,,1.9,,BALCICAKIRI-YAHYALI
2023.02.09,17:14:53,38.085,36.6228,5.4,,3.2,,KANLIKAVAK-GOKSUN
2023.02.09,17:17:44,38.1892,37.8447,5.0,,3.9,3.8,POLAT-DOGANSEHIR
2023.02.09,17:18:59,38.548,44.8022,5.0,,3.7,,TURKIYE-IRAN
2023.02.09,17:23:38,38.2547,38.1318,4.2,,2.6,,GORGU-YESILYURT
2023.02.09,17:31:40,37.2615,36.8913,5.4,,2.0,,NAIMLER-NURDAGI
2023.02.09,17:34:28,37.8963,36.6267,2.3,,2.8,,TEKIR-(KAHRAMANMARAS)
2023.02.09,17:37:35,37.2493,36.8427,5.8,,3.6,3.5,KIRISKAL-NURDAGI
2023.02.09,17:43:53,38.0238,37.6118,8.7,,2.3,,GOVDELI-DOGANSEHIR
2023.02.09,17:50:44,37.22,36.7612,3.9,,1.9,,BELPINAR-NURDAGI
2023.02.09,17:12:45,38.998,38.716,2.8,,3.0,,OGRENDIK-AGIN
