Date,Time,Latitude(N),Longitude(E),Depth(km),MD,ML,Mw,Location
2023.02.10,05:23:42,38.1122,37.7775,5.0,,2.5,,FINDIKKOY-DOGANSEHIR
2023.02.10,05:25:22,37.1663,30.4293,9.7,,1.8,,AKKOC-DOSEMEALTI
2023.02.10,05:26:54,37.4243,37.212,9.5,,2.1,,SALMANIPAK-PAZARCIK
2023.02.10,05:28:16,37.8787,37.8218,19.7,,2.8,,CANKARA-GOLBASI
2023.02.10,05:34:31,38.0712,36.6595,5.3,,2.7,,GUCUKSU-GOKSUN
2023.02.10,05:36:23,37.8485,36.5522,7.8,,2.8,,KUMARLI-(KAHRAMANMARAS)
2023.02.10,05:37:47,36.9142,36.5492,11.0,,2.8,,YESILYURT-ISLAHIYE
2023.02.10,05:41:39,36.9765,36.626,6.9,,3.5,,KARAPINAR-ISLAHIYE
2023.02.10,05:43:44,38.2107,36.6158,11.7,,1.9,,ESENKOY-GOKSUN
2023.02.10,05:45:39,39.0708,40.785,4.7,,2.1,,COBANTASI-(BINGOL)
2023.02.10,05:50:07,37.3647,36.9028,5.4,,2.4,,GOLLUHUYUK-TURKOGLU
2023.02.10,05:53:25,38.1627,36.7018,31.2,,1.7,,BUYUKKIZILCIK-GOKSUN
2023.02.10,05:54:12,38.1447,36.8275,9.7,,2.0,,KARGABUKU-AFSIN
2023.02.10,05:55:32,39.6665,38.0093,5.0,,3.4,3.4,KARDERE-ZARA
2023.02.10,05:58:18,36.2787,36.21,18.4,,3.3,,HASANLI-(HATAY)
2023.02.10,06:00:12,37.2905,37.0978,16.8,,2.0,,ORDEKDEDE-PAZARCIK
2023.02.10,06:01:02,38.0733,36.562,4.5,,3.3,3.1,YAGMURLU-GOKSUN
2023.02.10,06:05:14,38.2432,37.355,3.3,,2.8,,DEMIRCILIK-ELBISTAN
2023.02.10,06:08:19,38.1072,36.7867,5.3,,2.4,,KORKMAZ-GOKSUN
2023.02.10,06:10:23,38.0583,36.6277,5.0,,2.8,,GUCUKSU-GOKSUN
2023.02.10,06:13:07,37.198,36.958,11.0,,2.8,,SATIRHUYUK-NURDAGI
2023.02.10,06:14:54,38.0938,36.6735,5.4,,2.3,,KARAOMER-GOKSUN
2023.02.10,06:17:20,39.0753,40.7908,3.7,,1.6,,COBANTASI-(BINGOL)
2023.02.10,06:19:18,36.7513,36.4373,10.6,,2.6,,BADEMLI-HASSA
2023.02.10,06:19:56,36.917,27.3055,2.7,,1.9,,KOS
2023.02.10,06:20:50,36.9005,27.197,4.6,,2.2,,KOS
2023.02.10,06:22:47,37.99,36.364,10.4,,3.6,3.5,HUGTAS-GOKSUN
2023.02.10,06:25:39,36.9023,27.3273,8.1,,1.8,,KOS
2023.02.10,06:32:28,38.1268,37.2578,8.0,,2.4,,OZCANLI-ELBISTAN
2023.02.10,06:34:27,38.2955,38.1703,4.9,,2.1,,IKIZCE-YESILYURT
2023.02.10,06:39:50,38.0678,38.2817,6.3,,3.1,,KOSEUSAGI-CELIKHAN
2023.02.10,06:45:21,37.9152,36.2395,5.2,,3.4,,AKSAAGAC-SAIMBEYLI
2023.02.10,06:46:51,40.6418,30.4792,6.6,,1.8,,KANLICAY-KARAPURCEK
2023.02.10,06:49:32,39.812,34.165,7.5,,1.4,,KONURKALE-CICEKDAGI
2023.02.10,06:54:16,38.0825,38.4773,4.6,,2.6,,KARAKOSE-SINCIK
2023.02.10,06:56:04,38.1517,37.7673,5.0,,2.8,,CAVUSLU-DOGANSEHIR
2023.02.10,06:57:49,38.0978,38.3883,5.0,,3.0,3.3,KARAGOL-CELIKHAN
2023.02.10,07:02:01,37.657,37.4042,7.3,,2.1,,SAKARKAYA-PAZARCIK
2023.02.10,07:02:42,38.2053,38.7075,5.0,,2.3,,ALIHAN-PUTURGE
2023.02.10,07:07:35,38.2048,38.7317,2.4,,2.9,,PAZARCIK-PUTURGE
2023.02.10,07:11:04,38.3178,37.3177,8.9,,2.7,,BUYUKYAPALAK-ELBISTAN
2023.02.10,07:11:27,38.0503,37.5057,5.0,,2.7,,TATLAR-NURHAK
2023.02.10,07:13:05,37.8942,36.6268,7.4,,2.2,,TEKIR-(KAHRAMANMARAS)
2023.02.10,07:17:37,38.0817,36.5073,8.7,,2.9,,ALICLIBUCAK-GOKSUN
2023.02.10,07:18:02,38.1148,36.5837,7.3,,2.5,,KANLIKAVAK-GOKSUN
2023.02.10,07:18:58,38.0782,36.5692,3.9,,1.9,,YAGMURLU-GOKSUN
2023.02.10,07:20:18,38.0528,37.4552,8.4,,2.1,,TATLAR-NURHAK
2023.02.10,07:22:23,37.4127,37.1122,5.7,,1.9,,DENIZLI-PAZARCIK
2023.02.10,07:23:51,39.4103,26.2942,2.6,,2.6,,EDREMIT
2023.02.10,07:25:31,38.1402,37.4463,2.9,,2.4,,SUNNETKOY-ELBISTAN
2023.02.10,07:26:23,36.7713,36.5813,9.7,,2.7,,ASAGIKARAFAKILI-HASSA
2023.02.10,07:27:05,38.3182,36.4198,5.0,,1.7,,KURUDERE-SARIZ
2023.02.10,07:34:49,38.0325,36.5777,8.9,,2.6,,KARAAHMET-GOKSUN
2023.02.10,07:36:34,38.1,37.2703,7.4,,2.4,,GUMUSDOVEN-ELBISTAN
2023.02.10,07:37:13,37.9008,36.4067,5.4,,2.4,,BUYUKCAMURLU-GOKSUN
2023.02.10,07:38:38,38.1148,36.9682,5.4,,2.1,,TOMBAK-GOKSUN
2023.02.10,07:40:02,38.0075,36.4303,4.4,,2.9,,ACIELMA-GOKSUN
2023.02.10,07:47:42,36.0228,35.8142,15.6,,3.6,,AKDENIZ
2023.02.10,07:50:22,38.2347,38.1608,2.3,,5.0,,SEYITUSAGI-YESILYURT
2023.02.10,07:53:50,38.0913,38.4707,2.6,,4.1,,KARAKOSE-SINCIK
2023.02.10,07:58:29,38.0485,36.582,5.2,,2.0,,TEMURAGA-GOKSUN
2023.02.10,08:03:40,38.0635,37.171,5.0,,3.1,,EKINOZU
2023.02.10,08:05:14,38.0513,37.0822,11.5,,1.9,,KANDILKOY-EKINOZU
2023.02.10,08:10:02,38.0898,36.5973,5.4,,2.3,,YAGMURLU-GOKSUN
2023.02.10,08:11:20,38.1417,38.5078,4.1,,3.1,,AKSU-SINCIK
2023.02.10,08:12:55,38.1328,37.9287,8.1,,2.3,,KELHALIL-DOGANSEHIR
2023.02.10,08:14:45,38.054,37.1693,7.9,,2.3,,EKINOZU
2023.02.10,08:16:44,38.1983,38.1467,3.2,,2.8,,ATALAR-YESILYURT
2023.02.10,08:18:36,38.1082,38.5228,4.2,,3.0,,GECITLI-SINCIK
2023.02.10,08:23:03,37.9253,37.968,16.8,,2.5,,ERKENEK-DOGANSEHIR
2023.02.10,08:24:16,37.9853,37.4262,6.8,,2.6,,NURHAK
2023.02.10,08:25:51,38.086,37.2105,9.4,,2.4,,AKPINAR-EKINOZU
2023.02.10,08:28:45,37.996,36.6027,5.0,,3.8,,KARAAHMET-GOKSUN
2023.02.10,08:30:02,38.2395,38.8673,5.0,,3.5,,ORMELI-PUTURGE
2023.02.10,08:35:58,37.7527,36.0697,5.0,,2.8,,AKOLUK-FEKE
2023.02.10,08:39:58,37.8005,37.8528,18.1,,2.4,,MERYEMUSAGI-TUT
2023.02.10,08:42:56,37.5313,37.2873,7.3,,2.4,,TETIRLIK-PAZARCIK
2023.02.10,08:45:16,38.028,36.459,5.4,,2.2,,CAGLAYAN-GOKSUN
2023.02.10,08:45:30,37.7602,27.8732,9.3,,2.4,,SAVRANDERE-(AYDIN)
2023.02.10,08:46:43,38.2142,37.8573,5.9,,2.4,,DEDEYAZI-DOGANSEHIR
2023.02.10,08:51:49,38.216,42.9128,5.0,,3.4,3.5,YANIKCAY-GEVAS
2023.02.10,08:53:47,38.0903,37.4173,5.0,,2.1,,BAKIS-ELBISTAN
2023.02.10,08:57:24,37.6725,37.7232,7.3,,2.4,,CAYKAYA-BESNI
2023.02.10,09:01:24,38.075,36.6973,5.1,,2.1,,FINDIK-GOKSUN
2023.02.10,09:02:23,38.1077,36.4748,5.0,,2.1,,MAHMUTBEY-GOKSUN
2023.02.10,09:06:36,38.2037,36.6797,5.4,,1.9,,ESENKOY-GOKSUN
2023.02.10,09:07:38,38.0552,37.4893,5.0,,2.5,,TATLAR-NURHAK
2023.02.10,09:13:56,38.2058,36.7288,2.6,,2.5,,BUYUKKIZILCIK-GOKSUN
2023.02.10,09:17:06,38.014,37.4005,4.2,,2.5,,BARIS-NURHAK
2023.02.10,09:21:36,38.0067,36.5987,2.1,,3.7,,SARAYCIK-GOKSUN
2023.02.10,09:27:35,38.0673,37.1735,9.4,,2.7,,EKINOZU
2023.02.10,09:29:03,38.1172,37.0788,5.0,,2.4,,ORTAOREN-EKINOZU
2023.02.10,09:30:10,38.0655,36.6013,5.3,,1.8,,HACIOMER-GOKSUN
2023.02.10,09:32:36,38.5438,39.9183,9.4,,2.0,,HALKALI-ALACAKAYA
2023.02.10,09:35:36,38.0958,36.9757,5.4,,2.7,,KARADUT-GOKSUN
2023.02.10,09:36:45,37.9415,37.484,3.8,,4.1,4.0,NURHAK
2023.02.10,09:39:14,38.0907,36.6712,11.5,,2.0,,KARAOMER-GOKSUN
2023.02.10,09:41:57,38.0268,37.4335,5.0,,2.6,,NURHAK
2023.02.10,09:44:25,38.2148,36.6117,23.4,,1.5,,KAVSUT-GOKSUN
2023.02.10,09:45:12,37.9985,36.513,5.1,,1.9,,ASLANBEYCIFTLIGI-GOKSUN
2023.02.10,09:46:05,38.0325,37.4703,11.5,,2.4,,TATLAR-NURHAK
2023.02.10,09:46:48,38.1655,37.887,2.9,,2.9,,POLAT-DOGANSEHIR
2023.02.10,09:50:24,38.0385,37.4868,1.5,,2.4,,TATLAR-NURHAK
2023.02.10,09:54:48,38.4275,37.3928,17.3,,2.0,,GAZIKOY-DARENDE
2023.02.10,09:56:55,37.4768,37.091,5.0,,3.4,3.3,CINARLI-PAZARCIK
2023.02.10,09:59:06,38.2052,36.9112,9.6,,1.9,,HUYUKLU-AFSIN
2023.02.10,10:00:21,38.0457,36.4747,5.0,,2.7,,CAGLAYAN-GOKSUN
2023.02.10,10:01:42,38.0432,37.5465,5.0,,3.1,,TATLAR-NURHAK
2023.02.10,10:03:06,38.0477,36.5637,7.6,,2.1,,TEMURAGA-GOKSUN
2023.02.10,10:04:41,37.3475,36.8282,5.0,,4.0,3.8,CECELI-TURKOGLU
2023.02.10,10:05:06,37.2958,36.89,5.0,,3.2,,BALIKALAN-NURDAGI
2023.02.10,10:09:06,37.9465,36.2617,7.4,,1.9,,KAZANDERE-GOKSUN
2023.02.10,10:10:41,38.0093,36.4958,2.3,,2.9,,GOKSUN
2023.02.10,10:13:59,38.3883,36.7253,5.4,,1.9,,INCIRLI-AFSIN
2023.02.10,10:17:20,37.7018,38.08,18.3,,2.9,,YENIKOY-(ADIYAMAN)
2023.02.10,10:21:13,37.9678,36.5353,12.3,,2.5,,KIRECKOY-GOKSUN
2023.02.10,10:22:05,38.1693,36.3998,8.9,,1.9,,GOYNUK-GOKSUN
2023.02.10,10:29:30,38.2322,38.1957,2.8,,3.6,,ATALAR-YESILYURT
2023.02.10,10:40:21,38.1985,36.9508,4.4,,2.3,,ERCENE-AFSIN
2023.02.10,10:44:50,37.6253,37.639,19.1,,2.3,,ASAGINASIRLI-GOLBASI
2023.02.10,10:45:55,38.0643,38.2195,5.0,,2.2,,GOLBAGI-CELIKHAN
2023.02.10,10:54:12,37.7405,27.8847,9.8,,1.9,,SAVRANDERE-(AYDIN)
2023.02.10,10:54:56,38.1047,37.7695,6.4,,2.3,,FINDIKKOY-DOGANSEHIR
2023.02.10,10:57:02,37.9995,36.6275,5.1,,3.4,,ELMALI-GOKSUN
2023.02.10,11:02:00,37.4283,36.9713,14.7,,3.5,,OKSUZLU-(KAHRAMANMARAS)
2023.02.10,11:04:59,38.1718,36.6023,8.0,,1.7,,YENIYAPAN-GOKSUN
2023.02.10,11:05:34,38.2742,38.2498,2.5,,3.6,3.9,GUNDUZBEY-YESILYURT
2023.02.10,11:09:16,39.6733,42.2548,8.7,,2.5,,TASAN-KARAYAZI
2023.02.10,11:11:23,37.5777,36.9493,2.0,,1.9,,KAHRAMANMARAS
2023.02.10,11:14:29,38.0303,36.0353,5.0,,1.9,,GOKMENLER-SAIMBEYLI
2023.02.10,11:16:15,38.0768,37.3968,6.8,,2.7,,AGCASAR-NURHAK
2023.02.10,11:17:27,34.9808,35.2365,79.9,,4.0,4.1,DOGU
2023.02.10,11:21:03,38.0952,37.0607,5.0,,2.9,,SOYSALLI-EKINOZU
2023.02.10,11:22:22,38.0917,37.7702,5.0,,3.8,3.8,SOGUT-DOGANSEHIR
2023.02.10,11:25:53,37.4997,37.1922,11.7,,1.7,,SOGUTLU-PAZARCIK
2023.02.10,11:27:43,37.3603,36.9437,1.0,,2.1,,COBANTEPE-TURKOGLU
2023.02.10,11:30:02,36.8902,36.2898,5.0,,2.6,,KUYULUK-ERZIN
2023.02.10,11:32:46,35.7958,31.2892,14.8,,2.4,,AKDENIZ
2023.02.10,11:34:16,38.0272,36.4763,5.4,,2.1,,GOKSUN
2023.02.10,11:35:03,38.1022,36.2297,5.4,,2.4,,BEYPINARI-SAIMBEYLI
2023.02.10,11:36:50,38.0262,36.5673,5.0,,2.8,,KARAAHMET-GOKSUN
2023.02.10,11:39:02,38.5197,40.3823,1.3,,3.3,,KALEDIBI-HANI
2023.02.10,11:41:53,37.3453,37.0755,10.7,,2.1,,ARSLANBEY-PAZARCIK
2023.02.10,11:42:38,38.0837,36.524,7.2,,2.5,,ALICLIBUCAK-GOKSUN
2023.02.10,11:43:38,38.0517,37.1557,9.0,,1.9,,EKINOZU
2023.02.10,11:45:46,37.9732,36.461,10.9,,2.4,,TASOLUK-GOKSUN
2023.02.10,11:46:24,37.1602,36.8198,5.0,,2.8,,KOMURLER-NURDAGI
2023.02.10,11:50:56,38.1233,37.8303,4.2,,3.1,3.2,FINDIKKOY-DOGANSEHIR
2023.02.10,11:52:03,38.2255,38.2348,3.0,,3.0,3.2,KADIRUSAGI-YESILYURT
2023.02.10,11:54:22,37.9237,36.5595,4.5,,2.1,,KURUCAOVA-(KAHRAMANMARAS)
2023.02.10,11:56:40,38.0578,38.4548,5.4,,2.5,,UGURLU-SINCIK
2023.02.10,12:00:36,37.9525,36.4002,5.4,,2.0,,SIRMALI-GOKSUN
2023.02.10,12:02:49,38.0722,38.0995,5.0,,4.3,4.4,YALINKAYA-YESILYURT
2023.02.10,12:05:27,37.5175,37.2338,2.4,,2.1,,ARMUTLU-PAZARCIK
2023.02.10,12:08:29,38.4907,37.304,19.1,,2.2,,YENIKOY-DARENDE
2023.02.10,12:10:04,38.1953,37.8708,5.0,,2.8,,KARATERZI-DOGANSEHIR
2023.02.10,12:14:19,37.385,36.7695,19.6,,2.2,,UZUNSOGUT-TURKOGLU
2023.02.10,12:16:53,38.2622,36.2155,11.2,,2.2,,TUFANBEYLI
2023.02.10,12:23:35,38.1493,37.2953,8.7,,3.0,,AKBAYIR-ELBISTAN
2023.02.10,12:24:27,38.1673,38.245,6.1,,3.2,,CAMPINAR-CELIKHAN
2023.02.10,12:28:01,37.2125,36.7315,26.4,,2.6,,BADEMLI-NURDAGI
2023.02.10,12:30:05,37.1603,36.9397,1.5,,2.3,,SAKCAGOZE-NURDAGI
2023.02.10,12:36:50,38.0857,36.6483,3.6,,2.8,,GUCUKSU-GOKSUN
2023.02.10,12:41:21,38.2682,38.1393,1.0,,2.4,,GORGU-YESILYURT
2023.02.10,12:43:01,38.1122,37.7293,7.3,,2.1,,ARMUTALAN-ELBISTAN
2023.02.10,12:44:56,38.1323,38.4073,7.9,,2.7,,SALKONAK-YESILYURT
2023.02.10,12:49:22,36.9457,36.6627,5.3,,2.7,,KALAYCIK-ISLAHIYE
2023.02.10,12:50:43,38.1158,37.0827,5.0,,2.4,,ORTAOREN-EKINOZU
2023.02.10,12:54:34,37.5042,37.1107,6.9,,2.7,,KARTAL-(KAHRAMANMARAS)
2023.02.10,12:56:13,37.0122,35.7403,6.4,,2.2,,KUCUKBURHANIYE-CEYHAN
2023.02.10,12:58:27,37.922,36.622,3.1,,3.0,,TEKIR-(KAHRAMANMARAS)
2023.02.10,13:01:21,38.2263,38.1862,4.1,,4.0,4.2,ATALAR-YESILYURT
2023.02.10,13:03:14,38.192,36.7298,28.0,,2.9,,BUYUKKIZILCIK-GOKSUN
2023.02.10,13:04:58,38.0335,37.4848,12.8,,2.7,,TATLAR-NURHAK
2023.02.10,13:07:36,38.1035,36.687,7.8,,2.2,,KARAOMER-GOKSUN
2023.02.10,13:08:21,38.1495,36.6668,25.3,,2.3,,YENIYAPAN-GOKSUN
2023.02.10,13:11:08,37.034,36.8868,6.5,,2.3,,KIRKPINAR-NURDAGI
2023.02.10,13:13:35,38.0758,36.5477,6.7,,2.6,,ALICLIBUCAK-GOKSUN
2023.02.10,13:18:27,37.0102,36.1878,9.7,,2.3,,GOKDERE-ERZIN
2023.02.10,13:24:04,38.1675,36.5452,3.5,,2.2,,KOMURKOY-GOKSUN
2023.02.10,13:25:03,38.142,38.5665,5.0,,2.8,,ARIKONAK-SINCIK
2023.02.10,13:28:16,38.1173,36.7458,5.0,,2.6,,KARAOMER-GOKSUN
2023.02.10,13:29:09,38.0827,36.7062,13.2,,2.7,,FINDIK-GOKSUN
2023.02.10,13:31:15,38.5353,40.4133,5.0,,3.5,,SENLIK-LICE
2023.02.10,13:34:06,37.825,36.6155,12.4,,2.9,,CEVREPINAR-(KAHRAMANMARAS)
2023.02.10,13:35:09,38.161,38.4478,28.2,,2.8,,AKSU-SINCIK
2023.02.10,13:35:55,36.587,36.0285,24.5,,2.6,,ISKENDERUN
2023.02.10,13:40:25,37.6982,36.7545,5.3,,1.6,,BULUTOGLU-(KAHRAMANMARAS)
2023.02.10,13:44:19,38.2822,38.3317,5.0,,2.9,,KARAGOZ-(MALATYA)
2023.02.10,13:46:41,38.0267,36.6763,5.0,,2.6,,KIZILOZ-GOKSUN
2023.02.10,13:50:45,37.0872,38.2428,3.1,,2.8,,YUKARIYENICAG-BIRECIK
2023.02.10,13:52:18,38.1417,37.7218,22.0,,1.9,,ARMUTALAN-ELBISTAN
2023.02.10,13:55:39,37.7978,38.1613,12.6,,2.4,,DARDAGAN-(ADIYAMAN)
2023.02.10,13:56:15,38.3973,36.27,5.1,,1.7,,MIRZAAGA-SARIZ
2023.02.10,14:00:46,37.269,36.9943,5.0,,1.9,,AKDEMIR-PAZARCIK
2023.02.10,14:06:03,38.3002,37.612,9.2,,1.6,,TOPALLI-ELBISTAN
2023.02.10,14:10:24,38.3005,38.174,3.8,,2.6,,IKIZCE-YESILYURT
2023.02.10,14:14:33,38.1575,37.8857,6.1,,2.6,,POLAT-DOGANSEHIR
2023.02.10,14:19:06,38.1332,36.5498,5.2,,2.2,,CAMDERE-GOKSUN
2023.02.10,14:24:11,38.1473,37.9347,5.0,,2.5,,POLATDERESI-DOGANSEHIR
2023.02.10,14:29:28,37.5038,37.0625,3.7,,3.8,,CIGLI-(KAHRAMANMARAS)
2023.02.10,14:29:43,37.3415,35.8463,14.6,,3.0,,ALAPINAR-KOZAN
2023.02.10,14:35:27,38.0117,36.4947,4.5,,2.1,,GOKSUN
2023.02.10,14:40:03,38.0835,38.3358,5.0,,2.8,,TASDAMLAR-CELIKHAN
2023.02.10,14:41:50,38.0523,36.502,5.0,,1.9,,HACIMIRZA-GOKSUN
2023.02.10,14:43:47,38.1643,38.6068,3.0,,2.9,,TEKEDERESI-PUTURGE
2023.02.10,14:44:44,38.1563,37.777,5.0,,2.4,,CAVUSLU-DOGANSEHIR
2023.02.10,14:45:56,37.1507,36.7558,5.0,,2.4,,GOZLUHUYUK-NURDAGI
2023.02.10,14:47:08,37.9568,36.8718,5.0,,2.0,,HACIBUDAK-(KAHRAMANMARAS)
2023.02.10,14:49:19,37.3007,37.093,4.5,,2.4,,ORDEKDEDE-PAZARCIK
2023.02.10,14:52:10,38.0342,37.593,4.4,,2.0,,GOVDELI-DOGANSEHIR
2023.02.10,14:54:03,38.194,37.9762,2.5,,3.1,,SUCATI-DOGANSEHIR
2023.02.10,14:55:26,37.9443,36.332,5.0,,3.8,,YOGUNOLUK-GOKSUN
2023.02.10,15:00:52,38.0037,36.4842,26.0,,1.8,,GOKSUN
2023.02.10,15:05:26,38.0225,36.6542,12.4,,3.2,3.4,AHMETCIK-GOKSUN
2023.02.10,15:09:38,37.2857,37.1913,6.0,,2.9,,KARABIYIKLI-PAZARCIK
2023.02.10,15:12:38,38.257,36.851,8.6,,2.3,,BASUSTU-AFSIN
2023.02.10,15:17:08,37.9192,36.3588,3.0,,3.2,,YOGUNOLUK-GOKSUN
2023.02.10,15:20:17,37.4763,37.159,6.3,,2.1,,DOGANLIKARAHASAN-PAZARCIK
2023.02.10,15:25:33,38.5608,40.412,8.1,,2.2,,YELKAYA-GENC
2023.02.10,14:54:03,38.194,37.9762,2.5,,3.1,,SUCATI-DOGANSEHIR
2023.02.10,14:55:26,37.9443,36.332,5.0,,3.8,,YOGUNOLUK-GOKSUN
2023.02.10,15:00:52,38.0037,36.4842,26.0,,1.8,,GOKSUN
2023.02.10,15:05:26,38.0225,36.6542,12.4,,3.2,3.4,AHMETCIK-GOKSUN
2023.02.10,15:09:38,37.2857,37.1913,6.0,,2.9,,KARABIYIKLI-PAZARCIK
2023.02.10,15:12:38,38.257,36.851,8.6,,2.3,,BASUSTU-AFSIN
2023.02.10,15:17:08,37.9192,36.3588,3.0,,3.2,,YOGUNOLUK-GOKSUN
2023.02.10,15:18:40,37.9335,37.96,1.7,,2.8,,ERKENEK-DOGANSEHIR
2023.02.10,15:20:17,37.4763,37.159,6.3,,2.1,,DOGANLIKARAHASAN-PAZARCIK
2023.02.10,15:25:33,38.5608,40.412,8.1,,2.2,,YELKAYA-GENC
2023.02.10,15:27:26,38.163,37.7827,5.0,,2.5,,CAVUSLU-DOGANSEHIR
2023.02.10,15:31:23,38.2133,38.0792,5.0,,2.9,,ISIKLI-YESILYURT
2023.02.10,15:33:14,38.1098,36.9072,5.6,,3.5,,KEMALPASA-GOKSUN
2023.02.10,15:37:48,38.2533,37.1452,8.0,,2.3,,AGLICA-ELBISTAN
2023.02.10,15:39:35,38.0383,36.5445,13.1,,2.4,,YANTEPE-GOKSUN
2023.02.10,15:41:49,38.2207,36.593,13.0,,1.8,,KAVSUT-GOKSUN
2023.02.10,15:43:13,38.1473,36.8073,16.4,,1.7,,DEVEBOYNU-AFSIN
2023.02.10,15:46:18,38.5473,39.6653,5.0,,3.7,,ORTULU-MADEN
2023.02.10,15:49:16,38.2575,38.0103,11.5,,1.8,,KOMEKAVAK-AKCADAG
2023.02.10,15:50:36,37.9867,37.582,5.1,,2.9,,TATLAR-NURHAK
2023.02.10,15:52:39,38.2892,38.119,5.0,,4.0,3.9,GORGU-YESILYURT
2023.02.10,15:55:13,38.281,37.6143,15.7,,1.9,,TOPALLI-ELBISTAN
2023.02.10,15:57:12,36.9757,36.4215,5.0,,2.9,,KULLU-(OSMANIYE)
2023.02.10,15:59:13,38.076,36.6308,5.3,,1.8,,GUCUKSU-GOKSUN
2023.02.10,15:59:17,38.2285,36.2198,5.2,,1.9,,PINARLAR-TUFANBEYLI
2023.02.10,16:02:41,38.2012,38.0702,5.0,,3.5,3.5,OLUKLU-YESILYURT
2023.02.10,16:05:23,38.2057,37.9005,6.5,,2.2,,KARATERZI-DOGANSEHIR
2023.02.10,16:06:39,38.1053,37.7683,5.0,,2.3,,FINDIKKOY-DOGANSEHIR
2023.02.10,16:09:37,38.0565,36.4312,3.2,,2.7,,CAGLAYAN-GOKSUN
2023.02.10,16:10:48,37.902,36.6185,23.6,,2.1,,TEKIR-(KAHRAMANMARAS)
2023.02.10,16:14:21,38.1395,37.2438,5.6,,2.1,,TASBURUN-ELBISTAN
2023.02.10,16:19:52,36.6247,36.1592,3.2,,2.9,,ISKENDERUN
2023.02.10,16:23:05,39.1543,37.4583,27.4,,1.8,,ARPALI-KANGAL
2023.02.10,16:24:02,38.1463,37.7458,5.0,,2.6,,CAVUSLU-DOGANSEHIR
2023.02.10,16:26:52,38.1833,36.5828,13.6,,3.1,2.8,KAVSUT-GOKSUN
2023.02.10,16:29:13,38.2267,38.1845,5.0,,3.6,3.7,ATALAR-YESILYURT
2023.02.10,16:33:14,38.2805,37.2928,5.0,,3.0,,ELDELEK-ELBISTAN
2023.02.10,16:34:29,38.0448,36.8948,5.3,,2.2,,ERICEK-GOKSUN
